"source_path","sha256","matched_path","size_bytes"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\bzh_chronicle_logo\BZH_CHRONICLES TITLE\BZH_CHRONICLES TITLE_converted\v2\DALL·E 2024-09-16 00.50.59 - 'BZH POWER' floating in the center of a vast, swirling galaxy. The letters glow with vibrant cosmic energy, surrounded by spirals of stars, distant pl.png","182D4FDBF21678EC661B14DA9012AAAA0ACEB48E3A787DD6CBD5A93DE8039EF8","media\visual\wallpapers\bzhpw_galactic_background_v01.png","3490173"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\bzh_chronicle_logo\logo_chronicles.png","A08BCC02EAA6790560A8F775E166961E585947F1097CF2810D8A0A40573A1307","assets\logos\bzh-chronicles\bzhchronicles_logo_removebg_v01.png;media\visual\references\duplicates\bzhchronicles_logo_removebg_duplicate_v01.png","914317"
